      Time     Sample #  Type  Sub Chan  Num	Aux
[01:20:59.504]   224876     N    0    0    0
[01:21:00.204]   225051     N    0    0    0
[01:21:00.904]   225226     N    0    0    0
[01:21:01.612]   225403     N    0    0    0
[01:21:02.344]   225586     N    0    0    0
[01:21:03.120]   225780     N    0    0    0
[01:21:03.912]   225978     N    0    0    0
[01:21:04.704]   226176     N    0    0    0
[01:21:05.480]   226370     N    0    0    0
[01:21:06.256]   226564     N    0    0    0
[01:21:07.064]   226766     N    0    0    0
[01:21:07.920]   226980     N    0    0    0
[01:21:08.768]   227192     N    0    0    0
[01:21:09.596]   227399     N    0    0    0
[01:21:10.416]   227604     N    0    0    0
[01:21:11.256]   227814     N    0    0    0
[01:21:12.124]   228031     N    0    0    0
[01:21:13.012]   228253     N    0    0    0
[01:21:13.876]   228469     N    0    0    0
[01:21:14.700]   228675     N    0    0    0
[01:21:15.500]   228875     N    0    0    0
[01:21:16.284]   229071     N    0    0    0
[01:21:17.088]   229272     N    0    0    0
[01:21:17.856]   229464     N    0    0    0
[01:21:18.624]   229656     N    0    0    0
[01:21:19.380]   229845     N    0    0    0
[01:21:20.136]   230034     N    0    0    0
[01:21:20.876]   230219     N    0    0    0
[01:21:21.612]   230403     N    0    0    0
[01:21:22.344]   230586     N    0    0    0
[01:21:23.064]   230766     N    0    0    0
[01:21:23.776]   230944     N    0    0    0
[01:21:24.476]   231119     N    0    0    0
[01:21:25.188]   231297     N    0    0    0
[01:21:25.900]   231475     N    0    0    0
[01:21:26.628]   231657     N    0    0    0
[01:21:27.392]   231848     N    0    0    0
[01:21:28.172]   232043     N    0    0    0
[01:21:28.932]   232233     N    0    0    0
[01:21:29.684]   232421     N    0    0    0
[01:21:30.452]   232613     N    0    0    0
[01:21:31.236]   232809     N    0    0    0
[01:21:32.024]   233006     N    0    0    0
[01:21:32.824]   233206     N    0    0    0
[01:21:33.616]   233404     N    0    0    0
[01:21:34.384]   233596     N    0    0    0
[01:21:35.152]   233788     N    0    0    0
[01:21:35.896]   233974     N    0    0    0
[01:21:36.632]   234158     N    0    0    0
[01:21:37.380]   234345     N    0    0    0
[01:21:38.148]   234537     N    0    0    0
[01:21:38.932]   234733     N    0    0    0
[01:21:39.720]   234930     N    0    0    0
[01:21:40.500]   235125     N    0    0    0
[01:21:41.288]   235322     N    0    0    0
[01:21:42.140]   235535     N    0    0    0
[01:21:43.004]   235751     N    0    0    0
[01:21:43.856]   235964     N    0    0    0
[01:21:44.664]   236166     N    0    0    0
[01:21:45.484]   236371     N    0    0    0
[01:21:46.348]   236587     N    0    0    0
[01:21:47.212]   236803     N    0    0    0
[01:21:48.096]   237024     N    0    0    0
[01:21:48.932]   237233     N    0    0    0
[01:21:49.752]   237438     N    0    0    0
[01:21:50.596]   237649     N    0    0    0
[01:21:51.496]   237874     N    0    0    0
[01:21:52.400]   238100     N    0    0    0
[01:21:53.304]   238326     N    0    0    0
[01:21:54.172]   238543     N    0    0    0
[01:21:55.012]   238753     N    0    0    0
[01:21:55.804]   238951     N    0    0    0
[01:21:56.588]   239147     N    0    0    0
[01:21:57.372]   239343     N    0    0    0
[01:21:58.168]   239542     N    0    0    0
[01:21:58.984]   239746     N    0    0    0
[01:21:59.828]   239957     N    0    0    0
[01:22:00.704]   240176     N    0    0    0
[01:22:01.560]   240390     N    0    0    0
[01:22:02.412]   240603     N    0    0    0
[01:22:03.212]   240803     N    0    0    0
[01:22:04.000]   241000     N    0    0    0
[01:22:04.740]   241185     N    0    0    0
[01:22:05.460]   241365     N    0    0    0
[01:22:06.172]   241543     N    0    0    0
[01:22:06.896]   241724     N    0    0    0
[01:22:07.624]   241906     N    0    0    0
[01:22:08.344]   242086     N    0    0    0
[01:22:09.060]   242265     N    0    0    0
[01:22:09.824]   242456     N    0    0    0
[01:22:10.628]   242657     N    0    0    0
[01:22:11.392]   242848     N    0    0    0
[01:22:12.156]   243039     N    0    0    0
[01:22:12.912]   243228     N    0    0    0
[01:22:13.664]   243416     N    0    0    0
[01:22:14.396]   243599     N    0    0    0
[01:22:15.164]   243791     N    0    0    0
[01:22:15.976]   243994     N    0    0    0
[01:22:16.768]   244192     N    0    0    0
[01:22:17.600]   244400     N    0    0    0
[01:22:18.484]   244621     N    0    0    0
[01:22:19.388]   244847     N    0    0    0
[01:22:20.324]   245081     N    0    0    0
[01:22:21.212]   245303     N    0    0    0
[01:22:22.056]   245514     N    0    0    0
[01:22:22.908]   245727     N    0    0    0
[01:22:23.792]   245948     N    0    0    0
[01:22:24.664]   246166     N    0    0    0
[01:22:25.560]   246390     N    0    0    0
[01:22:26.432]   246608     N    0    0    0
[01:22:27.272]   246818     N    0    0    0
[01:22:28.096]   247024     N    0    0    0
[01:22:28.984]   247246     N    0    0    0
[01:22:29.856]   247464     N    0    0    0
[01:22:30.736]   247684     N    0    0    0
[01:22:31.620]   247905     N    0    0    0
[01:22:32.484]   248121     N    0    0    0
[01:22:33.300]   248325     N    0    0    0
[01:22:34.100]   248525     N    0    0    0
[01:22:34.920]   248730     N    0    0    0
[01:22:35.836]   248959     N    0    0    0
[01:22:36.768]   249192     N    0    0    0
[01:22:37.716]   249429     N    0    0    0
[01:22:38.632]   249658     N    0    0    0
[01:22:39.516]   249879     N    0    0    0
[01:22:40.420]   250105     N    0    0    0
[01:22:41.336]   250334     N    0    0    0
[01:22:42.296]   250574     N    0    0    0
[01:22:43.220]   250805     N    0    0    0
[01:22:44.076]   251019     N    0    0    0
[01:22:44.908]   251227     N    0    0    0
[01:22:45.756]   251439     N    0    0    0
[01:22:46.652]   251663     N    0    0    0
[01:22:47.588]   251897     N    0    0    0
[01:22:48.508]   252127     N    0    0    0
[01:22:49.396]   252349     N    0    0    0
[01:22:50.288]   252572     N    0    0    0
[01:22:51.184]   252796     N    0    0    0
[01:22:52.060]   253015     N    0    0    0
[01:22:52.944]   253236     N    0    0    0
[01:22:53.816]   253454     N    0    0    0
[01:22:54.688]   253672     N    0    0    0
[01:22:55.616]   253904     N    0    0    0
[01:22:56.584]   254146     N    0    0    0
[01:22:57.524]   254381     N    0    0    0
[01:22:58.444]   254611     N    0    0    0
[01:22:59.396]   254849     N    0    0    0
[01:23:00.368]   255092     N    0    0    0
[01:23:01.332]   255333     N    0    0    0
[01:23:02.292]   255573     N    0    0    0
[01:23:03.272]   255818     N    0    0    0
[01:23:04.268]   256067     N    0    0    0
[01:23:05.248]   256312     N    0    0    0
[01:23:06.216]   256554     N    0    0    0
[01:23:07.180]   256795     N    0    0    0
[01:23:08.152]   257038     N    0    0    0
[01:23:09.120]   257280     N    0    0    0
[01:23:10.096]   257524     N    0    0    0
[01:23:11.080]   257770     N    0    0    0
[01:23:12.020]   258005     N    0    0    0
[01:23:12.900]   258225     N    0    0    0
[01:23:13.744]   258436     N    0    0    0
[01:23:14.584]   258646     N    0    0    0
[01:23:15.376]   258844     N    0    0    0
[01:23:16.148]   259037     N    0    0    0
[01:23:16.932]   259233     N    0    0    0
[01:23:17.732]   259433     N    0    0    0
[01:23:18.588]   259647     N    0    0    0
[01:23:19.512]   259878     N    0    0    0
[01:23:20.452]   260113     N    0    0    0
[01:23:21.396]   260349     N    0    0    0
[01:23:22.336]   260584     N    0    0    0
[01:23:23.248]   260812     N    0    0    0
[01:23:24.136]   261034     N    0    0    0
[01:23:25.048]   261262     N    0    0    0
[01:23:25.948]   261487     N    0    0    0
[01:23:26.864]   261716     N    0    0    0
[01:23:27.792]   261948     N    0    0    0
[01:23:28.728]   262182     N    0    0    0
[01:23:29.664]   262416     N    0    0    0
[01:23:30.592]   262648     N    0    0    0
[01:23:31.472]   262868     N    0    0    0
[01:23:32.340]   263085     N    0    0    0
[01:23:33.152]   263288     N    0    0    0
[01:23:33.932]   263483     N    0    0    0
[01:23:34.692]   263673     N    0    0    0
[01:23:35.468]   263867     N    0    0    0
[01:23:36.252]   264063     N    0    0    0
[01:23:37.024]   264256     N    0    0    0
[01:23:37.800]   264450     N    0    0    0
[01:23:38.548]   264637     N    0    0    0
[01:23:39.280]   264820     N    0    0    0
[01:23:40.012]   265003     N    0    0    0
[01:23:40.772]   265193     N    0    0    0
[01:23:41.560]   265390     N    0    0    0
[01:23:42.380]   265595     N    0    0    0
[01:23:43.204]   265801     N    0    0    0
[01:23:44.056]   266014     N    0    0    0
[01:23:44.936]   266234     N    0    0    0
[01:23:45.832]   266458     N    0    0    0
[01:23:46.700]   266675     N    0    0    0
[01:23:47.548]   266887     N    0    0    0
[01:23:48.440]   267110     N    0    0    0
[01:23:49.364]   267341     N    0    0    0
[01:23:50.284]   267571     N    0    0    0
[01:23:51.220]   267805     N    0    0    0
[01:23:52.168]   268042     N    0    0    0
[01:23:53.084]   268271     N    0    0    0
[01:23:53.952]   268488     N    0    0    0
[01:23:54.764]   268691     N    0    0    0
[01:23:55.588]   268897     N    0    0    0
[01:23:56.460]   269115     N    0    0    0
[01:23:57.340]   269335     N    0    0    0
[01:23:58.228]   269557     N    0    0    0
[01:23:59.096]   269774     N    0    0    0
[01:23:59.920]   269980     N    0    0    0
[01:24:00.736]   270184     N    0    0    0
[01:24:01.604]   270401     N    0    0    0
[01:24:02.476]   270619     N    0    0    0
[01:24:03.276]   270819     N    0    0    0
[01:24:04.040]   271010     N    0    0    0
[01:24:04.776]   271194     N    0    0    0
[01:24:05.500]   271375     N    0    0    0
[01:24:06.216]   271554     N    0    0    0
[01:24:06.928]   271732     N    0    0    0
[01:24:07.672]   271918     N    0    0    0
[01:24:08.452]   272113     N    0    0    0
[01:24:09.256]   272314     N    0    0    0
[01:24:10.060]   272515     N    0    0    0
[01:24:10.836]   272709     N    0    0    0
[01:24:11.588]   272897     N    0    0    0
[01:24:12.344]   273086     N    0    0    0
[01:24:13.108]   273277     N    0    0    0
[01:24:13.864]   273466     N    0    0    0
[01:24:14.620]   273655     N    0    0    0
[01:24:15.352]   273838     N    0    0    0
[01:24:16.088]   274022     N    0    0    0
[01:24:16.816]   274204     N    0    0    0
[01:24:17.564]   274391     N    0    0    0
[01:24:18.348]   274587     N    0    0    0
[01:24:19.164]   274791     N    0    0    0
[01:24:19.964]   274991     N    0    0    0
[01:24:20.724]   275181     N    0    0    0
[01:24:21.476]   275369     N    0    0    0
[01:24:22.220]   275555     N    0    0    0
[01:24:22.968]   275742     N    0    0    0
[01:24:23.720]   275930     N    0    0    0
[01:24:24.468]   276117     N    0    0    0
[01:24:25.192]   276298     N    0    0    0
[01:24:25.904]   276476     N    0    0    0
[01:24:26.600]   276650     N    0    0    0
[01:24:27.288]   276822     N    0    0    0
[01:24:27.956]   276989     N    0    0    0
[01:24:28.632]   277158     N    0    0    0
[01:24:29.324]   277331     N    0    0    0
[01:24:30.032]   277508     N    0    0    0
[01:24:30.748]   277687     N    0    0    0
[01:24:31.456]   277864     N    0    0    0
[01:24:32.164]   278041     N    0    0    0
[01:24:32.884]   278221     N    0    0    0
[01:24:33.628]   278407     N    0    0    0
[01:24:34.372]   278593     N    0    0    0
[01:24:35.140]   278785     N    0    0    0
[01:24:35.952]   278988     N    0    0    0
[01:24:36.808]   279202     N    0    0    0
[01:24:37.704]   279426     N    0    0    0
[01:24:38.604]   279651     N    0    0    0
[01:24:39.472]   279868     N    0    0    0
[01:24:40.316]   280079     N    0    0    0
[01:24:41.172]   280293     N    0    0    0
[01:24:42.076]   280519     N    0    0    0
[01:24:43.000]   280750     N    0    0    0
[01:24:43.924]   280981     N    0    0    0
[01:24:44.832]   281208     N    0    0    0
[01:24:45.732]   281433     N    0    0    0
[01:24:46.636]   281659     N    0    0    0
[01:24:47.524]   281881     N    0    0    0
[01:24:48.400]   282100     N    0    0    0
[01:24:49.240]   282310     N    0    0    0
[01:24:50.060]   282515     N    0    0    0
[01:24:50.892]   282723     N    0    0    0
[01:24:51.752]   282938     N    0    0    0
[01:24:52.624]   283156     N    0    0    0
[01:24:53.496]   283374     N    0    0    0
[01:24:54.360]   283590     N    0    0    0
[01:24:55.220]   283805     N    0    0    0
[01:24:56.084]   284021     N    0    0    0
[01:24:57.000]   284250     N    0    0    0
[01:24:57.932]   284483     N    0    0    0
[01:24:58.840]   284710     N    0    0    0
[01:24:59.728]   284932     N    0    0    0
[01:25:00.580]   285145     N    0    0    0
[01:25:01.440]   285360     N    0    0    0
[01:25:02.260]   285565     N    0    0    0
[01:25:03.064]   285766     N    0    0    0
[01:25:03.836]   285959     N    0    0    0
[01:25:04.596]   286149     N    0    0    0
[01:25:05.372]   286343     N    0    0    0
[01:25:06.180]   286545     N    0    0    0
[01:25:07.000]   286750     N    0    0    0
[01:25:07.832]   286958     N    0    0    0
[01:25:08.652]   287163     N    0    0    0
[01:25:09.468]   287367     N    0    0    0
[01:25:10.304]   287576     N    0    0    0
[01:25:11.184]   287796     N    0    0    0
[01:25:12.008]   288002     N    0    0    0
[01:25:12.804]   288201     N    0    0    0
[01:25:13.604]   288401     N    0    0    0
[01:25:14.448]   288612     N    0    0    0
[01:25:15.356]   288839     N    0    0    0
[01:25:16.284]   289071     N    0    0    0
[01:25:17.220]   289305     N    0    0    0
[01:25:18.100]   289525     N    0    0    0
[01:25:18.980]   289745     N    0    0    0
[01:25:19.868]   289967     N    0    0    0
[01:25:20.784]   290196     N    0    0    0
[01:25:21.656]   290414     N    0    0    0
[01:25:22.500]   290625     N    0    0    0
[01:25:23.368]   290842     N    0    0    0
[01:25:24.256]   291064     N    0    0    0
[01:25:25.164]   291291     N    0    0    0
[01:25:26.036]   291509     N    0    0    0
[01:25:26.864]   291716     N    0    0    0
[01:25:27.692]   291923     N    0    0    0
[01:25:28.548]   292137     N    0    0    0
[01:25:29.388]   292347     N    0    0    0
[01:25:30.244]   292561     N    0    0    0
[01:25:31.144]   292786     N    0    0    0
[01:25:32.076]   293019     N    0    0    0
[01:25:33.016]   293254     N    0    0    0
[01:25:33.920]   293480     N    0    0    0
[01:25:34.816]   293704     N    0    0    0
[01:25:35.716]   293929     N    0    0    0
[01:25:36.644]   294161     N    0    0    0
[01:25:37.548]   294387     N    0    0    0
[01:25:38.412]   294603     N    0    0    0
[01:25:39.300]   294825     N    0    0    0
[01:25:40.188]   295047     N    0    0    0
[01:25:41.072]   295268     N    0    0    0
[01:25:41.936]   295484     N    0    0    0
[01:25:42.788]   295697     N    0    0    0
[01:25:43.628]   295907     N    0    0    0
[01:25:44.480]   296120     N    0    0    0
[01:25:45.360]   296340     N    0    0    0
[01:25:46.268]   296567     N    0    0    0
[01:25:47.152]   296788     N    0    0    0
[01:25:48.004]   297001     N    0    0    0
[01:25:48.892]   297223     N    0    0    0
[01:25:49.812]   297453     N    0    0    0
[01:25:50.752]   297688     N    0    0    0
[01:25:51.684]   297921     N    0    0    0
[01:25:52.548]   298137     N    0    0    0
[01:25:53.388]   298347     N    0    0    0
[01:25:54.232]   298558     N    0    0    0
[01:25:55.084]   298771     N    0    0    0
[01:25:55.864]   298966     N    0    0    0
[01:25:56.608]   299152     N    0    0    0
[01:25:57.328]   299332     N    0    0    0
[01:25:58.056]   299514     N    0    0    0
[01:25:58.800]   299700     N    0    0    0
[01:25:59.580]   299895     N    0    0    0
[01:26:00.352]   300088     N    0    0    0
[01:26:01.128]   300282     N    0    0    0
[01:26:01.924]   300481     N    0    0    0
[01:26:02.800]   300700     N    0    0    0
[01:26:03.700]   300925     N    0    0    0
[01:26:04.556]   301139     N    0    0    0
[01:26:05.380]   301345     N    0    0    0
[01:26:06.172]   301543     N    0    0    0
[01:26:06.984]   301746     N    0    0    0
[01:26:07.816]   301954     N    0    0    0
[01:26:08.672]   302168     N    0    0    0
[01:26:09.504]   302376     N    0    0    0
[01:26:10.304]   302576     N    0    0    0
[01:26:11.104]   302776     N    0    0    0
[01:26:11.920]   302980     N    0    0    0
[01:26:12.748]   303187     N    0    0    0
[01:26:13.560]   303390     N    0    0    0
[01:26:14.356]   303589     N    0    0    0
[01:26:15.164]   303791     N    0    0    0
[01:26:15.988]   303997     N    0    0    0
[01:26:16.860]   304215     N    0    0    0
[01:26:17.696]   304424     N    0    0    0
[01:26:18.492]   304623     N    0    0    0
[01:26:19.276]   304819     N    0    0    0
[01:26:20.080]   305020     N    0    0    0
[01:26:20.932]   305233     N    0    0    0
[01:26:21.748]   305437     N    0    0    0
[01:26:22.556]   305639     N    0    0    0
[01:26:23.388]   305847     N    0    0    0
[01:26:24.264]   306066     N    0    0    0
[01:26:25.156]   306289     N    0    0    0
[01:26:26.004]   306501     N    0    0    0
[01:26:26.812]   306703     N    0    0    0
[01:26:27.616]   306904     N    0    0    0
[01:26:28.456]   307114     N    0    0    0
[01:26:29.304]   307326     N    0    0    0
[01:26:30.164]   307541     N    0    0    0
[01:26:30.992]   307748     N    0    0    0
[01:26:31.796]   307949     N    0    0    0
[01:26:32.616]   308154     N    0    0    0
[01:26:33.444]   308361     N    0    0    0
[01:26:34.264]   308566     N    0    0    0
[01:26:35.068]   308767     N    0    0    0
[01:26:35.868]   308967     N    0    0    0
[01:26:36.692]   309173     N    0    0    0
[01:26:37.556]   309389     N    0    0    0
[01:26:38.460]   309615     N    0    0    0
[01:26:39.348]   309837     N    0    0    0
[01:26:40.192]   310048     N    0    0    0
[01:26:41.052]   310263     N    0    0    0
[01:26:41.912]   310478     N    0    0    0
[01:26:42.752]   310688     N    0    0    0
[01:26:43.592]   310898     N    0    0    0
[01:26:44.412]   311103     N    0    0    0
[01:26:45.272]   311318     N    0    0    0
[01:26:46.156]   311539     N    0    0    0
[01:26:47.072]   311768     N    0    0    0
[01:26:47.996]   311999     N    0    0    0
[01:26:48.868]   312217     N    0    0    0
[01:26:49.736]   312434     N    0    0    0
[01:26:50.612]   312653     N    0    0    0
[01:26:51.520]   312880     N    0    0    0
[01:26:52.464]   313116     N    0    0    0
[01:26:53.372]   313343     N    0    0    0
[01:26:54.272]   313568     N    0    0    0
[01:26:55.148]   313787     N    0    0    0
[01:26:56.024]   314006     N    0    0    0
[01:26:56.888]   314222     N    0    0    0
[01:26:57.744]   314436     N    0    0    0
[01:26:58.604]   314651     N    0    0    0
[01:26:59.448]   314862     N    0    0    0
[01:27:00.288]   315072     N    0    0    0
[01:27:01.116]   315279     N    0    0    0
[01:27:01.920]   315480     N    0    0    0
[01:27:02.740]   315685     N    0    0    0
[01:27:03.568]   315892     N    0    0    0
[01:27:04.456]   316114     N    0    0    0
[01:27:05.336]   316334     N    0    0    0
[01:27:06.172]   316543     N    0    0    0
[01:27:06.944]   316736     N    0    0    0
[01:27:07.700]   316925     N    0    0    0
[01:27:08.472]   317118     N    0    0    0
[01:27:09.316]   317329     N    0    0    0
[01:27:10.156]   317539     N    0    0    0
[01:27:10.952]   317738     N    0    0    0
[01:27:11.728]   317932     N    0    0    0
[01:27:12.564]   318141     N    0    0    0
[01:27:13.464]   318366     N    0    0    0
[01:27:14.388]   318597     N    0    0    0
[01:27:15.292]   318823     N    0    0    0
[01:27:16.184]   319046     N    0    0    0
[01:27:17.144]   319286     N    0    0    0
[01:27:18.120]   319530     N    0    0    0
[01:27:19.064]   319766     N    0    0    0
[01:27:20.000]   320000     N    0    0    0
[01:27:20.976]   320244     N    0    0    0
[01:27:21.964]   320491     N    0    0    0
[01:27:22.928]   320732     N    0    0    0
[01:27:23.880]   320970     N    0    0    0
[01:27:24.820]   321205     N    0    0    0
[01:27:25.816]   321454     N    0    0    0
[01:27:26.796]   321699     N    0    0    0
[01:27:27.780]   321945     N    0    0    0
[01:27:28.772]   322193     N    0    0    0
[01:27:29.732]   322433     N    0    0    0
[01:27:30.676]   322669     N    0    0    0
[01:27:31.604]   322901     N    0    0    0
[01:27:32.544]   323136     N    0    0    0
[01:27:33.480]   323370     N    0    0    0
[01:27:34.368]   323592     N    0    0    0
[01:27:35.192]   323798     N    0    0    0
[01:27:35.968]   323992     N    0    0    0
[01:27:36.728]   324182     N    0    0    0
[01:27:37.472]   324368     N    0    0    0
[01:27:38.220]   324555     N    0    0    0
[01:27:38.980]   324745     N    0    0    0
[01:27:39.772]   324943     N    0    0    0
[01:27:40.636]   325159     N    0    0    0
[01:27:41.572]   325393     N    0    0    0
[01:27:42.528]   325632     N    0    0    0
[01:27:43.504]   325876     N    0    0    0
[01:27:44.476]   326119     N    0    0    0
[01:27:45.416]   326354     N    0    0    0
[01:27:46.340]   326585     N    0    0    0
[01:27:47.260]   326815     N    0    0    0
[01:27:48.168]   327042     N    0    0    0
[01:27:49.080]   327270     N    0    0    0
[01:27:49.988]   327497     N    0    0    0
[01:27:50.876]   327719     N    0    0    0
[01:27:51.764]   327941     N    0    0    0
[01:27:52.656]   328164     N    0    0    0
[01:27:53.556]   328389     N    0    0    0
[01:27:54.424]   328606     N    0    0    0
[01:27:55.284]   328821     N    0    0    0
[01:27:56.116]   329029     N    0    0    0
[01:27:56.956]   329239     N    0    0    0
[01:27:57.712]   329428     N    0    0    0
[01:27:58.436]   329609     N    0    0    0
[01:27:59.152]   329788     N    0    0    0
[01:27:59.908]   329977     N    0    0    0
[01:28:00.736]   330184     N    0    0    0
[01:28:01.540]   330385     N    0    0    0
[01:28:02.296]   330574     N    0    0    0
[01:28:03.072]   330768     N    0    0    0
[01:28:03.868]   330967     N    0    0    0
[01:28:04.632]   331158     N    0    0    0
[01:28:05.416]   331354     N    0    0    0
[01:28:06.316]   331579     N    0    0    0
[01:28:07.284]   331821     N    0    0    0
[01:28:08.288]   332072     N    0    0    0
[01:28:09.264]   332316     N    0    0    0
[01:28:10.236]   332559     N    0    0    0
[01:28:11.232]   332808     N    0    0    0
[01:28:12.224]   333056     N    0    0    0
[01:28:13.200]   333300     N    0    0    0
[01:28:14.152]   333538     N    0    0    0
[01:28:15.104]   333776     N    0    0    0
[01:28:16.032]   334008     N    0    0    0
[01:28:16.900]   334225     N    0    0    0
[01:28:17.692]   334423     N    0    0    0
[01:28:18.456]   334614     N    0    0    0
[01:28:19.216]   334804     N    0    0    0
[01:28:19.976]   334994     N    0    0    0
[01:28:20.768]   335192     N    0    0    0
[01:28:21.560]   335390     N    0    0    0
[01:28:22.392]   335598     N    0    0    0
[01:28:23.224]   335806     N    0    0    0
[01:28:24.052]   336013     N    0    0    0
[01:28:24.876]   336219     N    0    0    0
[01:28:25.756]   336439     N    0    0    0
[01:28:26.648]   336662     N    0    0    0
[01:28:27.564]   336891     N    0    0    0
[01:28:28.480]   337120     N    0    0    0
[01:28:29.372]   337343     N    0    0    0
[01:28:30.248]   337562     N    0    0    0
[01:28:31.160]   337790     N    0    0    0
[01:28:32.124]   338031     N    0    0    0
[01:28:33.088]   338272     N    0    0    0
[01:28:34.056]   338514     N    0    0    0
[01:28:35.020]   338755     N    0    0    0
[01:28:35.976]   338994     N    0    0    0
[01:28:36.928]   339232     N    0    0    0
[01:28:37.880]   339470     N    0    0    0
[01:28:38.808]   339702     N    0    0    0
[01:28:39.724]   339931     N    0    0    0
[01:28:40.636]   340159     N    0    0    0
[01:28:41.520]   340380     N    0    0    0
[01:28:42.400]   340600     N    0    0    0
[01:28:43.268]   340817     N    0    0    0
[01:28:44.136]   341034     N    0    0    0
[01:28:44.980]   341245     N    0    0    0
[01:28:45.836]   341459     N    0    0    0
[01:28:46.708]   341677     N    0    0    0
[01:28:47.616]   341904     N    0    0    0
[01:28:48.524]   342131     N    0    0    0
[01:28:49.372]   342343     N    0    0    0
[01:28:50.156]   342539     N    0    0    0
[01:28:50.908]   342727     N    0    0    0
[01:28:51.700]   342925     N    0    0    0
[01:28:52.488]   343122     N    0    0    0
[01:28:53.252]   343313     N    0    0    0
[01:28:54.008]   343502     N    0    0    0
[01:28:54.792]   343698     N    0    0    0
[01:28:55.596]   343899     N    0    0    0
[01:28:56.368]   344092     N    0    0    0
[01:28:57.116]   344279     N    0    0    0
[01:28:57.884]   344471     N    0    0    0
[01:28:58.680]   344670     N    0    0    0
[01:28:59.468]   344867     N    0    0    0
[01:29:00.276]   345069     N    0    0    0
[01:29:01.072]   345268     N    0    0    0
[01:29:01.900]   345475     N    0    0    0
[01:29:02.828]   345707     N    0    0    0
[01:29:03.788]   345947     N    0    0    0
[01:29:04.724]   346181     N    0    0    0
[01:29:05.660]   346415     N    0    0    0
[01:29:06.576]   346644     N    0    0    0
[01:29:07.508]   346877     N    0    0    0
[01:29:08.460]   347115     N    0    0    0
[01:29:09.420]   347355     N    0    0    0
[01:29:10.352]   347588     N    0    0    0
[01:29:11.264]   347816     N    0    0    0
[01:29:12.204]   348051     N    0    0    0
[01:29:13.144]   348286     N    0    0    0
[01:29:14.092]   348523     N    0    0    0
[01:29:15.052]   348763     N    0    0    0
[01:29:15.984]   348996     N    0    0    0
[01:29:16.912]   349228     N    0    0    0
[01:29:17.892]   349473     N    0    0    0
[01:29:18.884]   349721     N    0    0    0
[01:29:19.892]   349973     N    0    0    0
[01:29:20.888]   350222     N    0    0    0
[01:29:21.868]   350467     N    0    0    0
[01:29:22.836]   350709     N    0    0    0
[01:29:23.828]   350957     N    0    0    0
[01:29:24.824]   351206     N    0    0    0
[01:29:25.816]   351454     N    0    0    0
[01:29:26.776]   351694     N    0    0    0
[01:29:27.696]   351924     N    0    0    0
[01:29:28.612]   352153     N    0    0    0
[01:29:29.524]   352381     N    0    0    0
[01:29:30.416]   352604     N    0    0    0
[01:29:31.312]   352828     N    0    0    0
[01:29:32.200]   353050     N    0    0    0
[01:29:33.112]   353278     N    0    0    0
[01:29:34.024]   353506     N    0    0    0
[01:29:34.924]   353731     N    0    0    0
[01:29:35.840]   353960     N    0    0    0
[01:29:36.748]   354187     N    0    0    0
[01:29:37.628]   354407     N    0    0    0
[01:29:38.512]   354628     N    0    0    0
[01:29:39.388]   354847     N    0    0    0
[01:29:40.312]   355078     N    0    0    0
[01:29:41.220]   355305     N    0    0    0
[01:29:42.128]   355532     N    0    0    0
[01:29:43.032]   355758     N    0    0    0
[01:29:43.948]   355987     N    0    0    0
[01:29:44.868]   356217     N    0    0    0
[01:29:45.792]   356448     N    0    0    0
[01:29:46.684]   356671     N    0    0    0
[01:29:47.548]   356887     N    0    0    0
[01:29:48.376]   357094     N    0    0    0
[01:29:49.192]   357298     N    0    0    0
[01:29:50.056]   357514     N    0    0    0
[01:29:50.952]   357738     N    0    0    0
[01:29:51.856]   357964     N    0    0    0
[01:29:52.744]   358186     N    0    0    0
[01:29:53.596]   358399     N    0    0    0
[01:29:54.456]   358614     N    0    0    0
[01:29:55.304]   358826     N    0    0    0
[01:29:56.180]   359045     N    0    0    0
[01:29:57.068]   359267     N    0    0    0
[01:29:57.932]   359483     N    0    0    0
[01:29:58.800]   359700     N    0    0    0
[01:29:59.680]   359920     N    0    0    0
[01:30:00.580]   360145     N    0    0    0
[01:30:01.484]   360371     N    0    0    0
[01:30:02.416]   360604     N    0    0    0
[01:30:03.320]   360830     N    0    0    0
[01:30:04.188]   361047     N    0    0    0
[01:30:05.048]   361262     N    0    0    0
[01:30:05.972]   361493     N    0    0    0
[01:30:06.880]   361720     N    0    0    0
[01:30:07.764]   361941     N    0    0    0
[01:30:08.604]   362151     N    0    0    0
[01:30:09.388]   362347     N    0    0    0
[01:30:10.172]   362543     N    0    0    0
[01:30:10.960]   362740     N    0    0    0
[01:30:11.760]   362940     N    0    0    0
[01:30:12.556]   363139     N    0    0    0
[01:30:13.344]   363336     N    0    0    0
[01:30:14.112]   363528     N    0    0    0
[01:30:14.892]   363723     N    0    0    0
[01:30:15.716]   363929     N    0    0    0
[01:30:16.580]   364145     N    0    0    0
[01:30:17.416]   364354     N    0    0    0
[01:30:18.224]   364556     N    0    0    0
[01:30:19.004]   364751     N    0    0    0
[01:30:19.788]   364947     N    0    0    0
[01:30:20.580]   365145     N    0    0    0
[01:30:21.384]   365346     N    0    0    0
[01:30:22.192]   365548     N    0    0    0
[01:30:22.996]   365749     N    0    0    0
[01:30:23.780]   365945     N    0    0    0
